Funcao;Orgao;Subfuncao;"Valor Empenhado";"Valor Liquidado";"Valor Pago"
"DIREITOS DA CIDADANIA";"SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL";"DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS";21.194.310,91;19.771.172,68;19.174.954,86
AGRICULTURA;"SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO - SEAPA";"PROMOCAO DA PRODUCAO AGROPECUARIA";15.130.810,55;12.713.900,61;12.545.103,70
"SEGURANCA PUBLICA";"SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL";LAZER;869.693,84;869.693,84;869.693,84
"SEGURANCA PUBLICA";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"PREVIDENCIA DO REGIME ESTATUTARIO";437.500.124,98;437.500.124,98;437.500.124,98
ADMINISTRACAO;"JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS";"ADMINISTRACAO GERAL";10.404.923,67;9.881.199,97;9.757.264,59
ADMINISTRACAO;"DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS";"ADMINISTRACAO GERAL";78.321.021,88;76.025.762,05;74.939.265,68
"ASSISTENCIA SOCIAL";"FUNDO ESTADUAL DE ASSISTENCIA SOCIAL";"ASSISTENCIA COMUNITARIA";89.473.931,05;88.956.117,59;88.463.234,12
CULTURA;"FUNDACAO DE ARTE DE OURO PRETO";"DIFUSAO CULTURAL";1.732.783,33;1.709.184,30;1.687.312,25
CULTURA;"INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS";"PATRIMONIO HISTORICO, ARTISTICO E ARQUEOLOGICO";9.965.063,46;8.494.198,77;8.379.024,03
LEGISLATIVA;"TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS";"CONTROLE EXTERNO";495.814.593,83;492.398.741,83;491.630.167,09
EDUCACAO;"SECRETARIA DE ESTADO DE EDUCACAO";"TRANSPORTE RODOVIARIO";74.864.774,11;70.233.640,78;70.216.770,76
EDUCACAO;"SECRETARIA DE ESTADO DE EDUCACAO";"EDUCACAO INFANTIL";5.137.874,52;5.137.874,52;5.137.874,52
EDUCACAO;"SECRETARIA DE ESTADO DE EDUCACAO";"EDUCACAO DE JOVENS E ADULTOS";68.506.012,99;68.504.309,44;68.501.135,64
"DESPORTO E LAZER";"SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL";"EDUCACAO DE JOVENS E ADULTOS";819.885,25;819.885,25;819.885,25
URBANISMO;"SECRETARIA DE ESTADO DE INFRAESTRUTURA E MOBILIDADE";"INFRA-ESTRUTURA URBANA";108.536.999,46;84.956.308,03;83.489.254,20
ADMINISTRACAO;"OUVIDORIA-GERAL DO ESTADO DE MINAS GERAIS";"TECNOLOGIA DA INFORMACAO";15.485,32;15.485,32;15.485,32
SAUDE;"INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS";"ASSISTENCIA HOSPITALAR E AMBULATORIAL";573.875.313,65;537.631.826,11;525.831.078,83
JUDICIARIA;"FUNDO ESPECIAL DO PODER JUDICIARIO DO ESTADO DE MINAS GERAIS";"ACAO JUDICIARIA";977.159.373,18;834.302.379,29;771.407.441,62
"CIENCIA E TECNOLOGIA";"SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO";"DIFUSAO DO CONHECIMENTO CIENTIFICO E TECNOLOGICO";3.385.522,51;3.138.439,20;3.126.550,49
ADMINISTRACAO;"INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS";"ADMINISTRACAO GERAL";9.918.338,90;9.286.978,92;9.076.176,16
ADMINISTRACAO;"FUNDACAO TV MINAS CULTURAL E EDUCATIVA";"ADMINISTRACAO GERAL";11.547.277,08;11.099.078,61;10.819.332,36
SAUDE;"FUNDO ESTADUAL DE SAUDE";"ADMINISTRACAO GERAL";443.221.786,12;426.476.291,61;410.614.488,95
"SEGURANCA PUBLICA";"SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA";"ADMINISTRACAO GERAL";89.198.960,89;87.563.450,94;86.478.527,94
"ORGANIZACAO AGRARIA";"SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO - SEAPA";ABASTECIMENTO;3.182.478,55;1.826.440,78;1.830.907,28
"ENCARGOS ESPECIAIS";"GESTAO DA DIVIDA PUBLICA ESTADUAL";"SERVICO DA DIVIDA INTERNA";8.653.229.875,31;7.943.110.090,59;20.827.189,53
HABITACAO;"FUNDO DE APOIO HABITACIONAL DA ASSEMBLEIA LEGISLATIVA DE MINAS GERAIS";"HABITACAO URBANA";2.801.899,47;2.676.899,46;2.478.683,07
"GESTAO AMBIENTAL";"SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL";"PRESERVACAO E CONSERVACAO AMBIENTAL";2.118.923,81;2.118.923,81;2.118.923,81
EDUCACAO;"FUNDACAO HELENA ANTIPOFF";"EDUCACAO BASICA";2.696.762,61;2.388.475,27;2.375.782,22
"ENCARGOS ESPECIAIS";"FUNDACAO JOAO PINHEIRO";"OUTROS ENCARGOS ESPECIAIS";317.164,64;317.164,64;301.599,35
"ENCARGOS ESPECIAIS";"DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS";"OUTROS ENCARGOS ESPECIAIS";87.316.826,27;86.556.863,49;84.382.262,49
"PREVIDENCIA SOCIAL";"PROCURADORIA GERAL DE JUSTICA";"PREVIDENCIA DO REGIME ESTATUTARIO";538.501.146,68;538.501.146,68;538.501.146,68
SAUDE;"INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS";"ASSISTENCIA HOSPITALAR E AMBULATORIAL";965.587.356,87;784.295.512,22;764.025.852,69
SAUDE;"FUNDO ESTADUAL DE SAUDE";"ACAO JUDICIARIA";245.864.553,76;196.758.503,31;192.207.874,11
"CIENCIA E TECNOLOGIA";"FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS";"DIFUSAO DO CONHECIMENTO CIENTIFICO E TECNOLOGICO";2.074.349,56;2.061.859,66;1.934.675,70
ADMINISTRACAO;"UNIVERSIDADE DO ESTADO DE MINAS GERAIS";"ADMINISTRACAO GERAL";13.367,77;12.584,49;12.926,49
ADMINISTRACAO;"INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS";"ADMINISTRACAO GERAL";4.480.903,72;4.418.308,98;4.135.865,15
ADMINISTRACAO;"SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO - SEAPA";"ADMINISTRACAO GERAL";15.391.524,08;15.072.556,95;14.535.017,82
SAUDE;"FUNDACAO EZEQUIEL DIAS";"ADMINISTRACAO GERAL";31.990.485,23;29.270.856,08;27.937.609,63
"CIENCIA E TECNOLOGIA";"FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS";"ADMINISTRACAO GERAL";14.337.780,06;13.494.863,17;12.849.573,49
AGRICULTURA;"INSTITUTO MINEIRO DE AGROPECUARIA";"DEFESA AGROPECUARIA";25.412.107,83;25.115.271,84;25.025.165,70
TRABALHO;"SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL";"FOMENTO AO TRABALHO";7.460.391,99;6.419.025,88;6.049.469,83
"SEGURANCA PUBLICA";"SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA";POLICIAMENTO;49.772.383,89;45.077.561,53;39.650.798,30
CULTURA;"INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS";"DIFUSAO CULTURAL";339.096,34;334.412,71;334.399,72
"GESTAO AMBIENTAL";"FUNDO DE RECUPERACAO, PROTECAO E DESENVOLVIMENTO SUSTENTAVEL DAS BACIAS HIDROGRAFICAS DO ESTADO DE M";"RECURSOS HIDRICOS";1.138.235,08;1.015.034,06;882.291,03
SAUDE;"SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA";"CUSTODIA E REINTEGRACAO SOCIAL";97.001.649,22;85.722.215,49;85.404.812,59
ADMINISTRACAO;"SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL";"ALIMENTACAO E NUTRICAO";150.199,74;150.199,74;151.114,29
EDUCACAO;"FUNDACAO HELENA ANTIPOFF";"ENSINO MEDIO";6.619.518,12;6.519.157,28;6.519.157,28
EDUCACAO;"POLICIA MILITAR DO ESTADO DE MINAS GERAIS";"ENSINO FUNDAMENTAL";57.834.436,08;57.676.952,49;57.090.793,70
ADMINISTRACAO;"SECRETARIA DE ESTADO DE FAZENDA";"TECNOLOGIA DA INFORMACAO";65.521.605,84;56.277.088,35;49.479.296,93
ADMINISTRACAO;"EGE SEC.FAZENDA-ENCARGOS DIVERSOS";"ADMINISTRACAO FINANCEIRA";453.045.035,01;246.757.154,93;102.891.215,69
ADMINISTRACAO;"PARTICIPACAO NO AUMENTO DO CAPITAL SOCIAL DE EMPRESAS";"ADMINISTRACAO FINANCEIRA";34.959.234,11;34.959.234,11;17.959.234,11
"ENCARGOS ESPECIAIS";"EGE SEC.FAZENDA-ENCARGOS DIVERSOS";"OUTROS ENCARGOS ESPECIAIS";6.442.859.742,55;6.324.566.755,65;6.324.566.755,65
"ENCARGOS ESPECIAIS";"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"OUTROS ENCARGOS ESPECIAIS";262.551.214,42;262.447.722,71;261.479.826,94
"ENCARGOS ESPECIAIS";"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";"OUTROS ENCARGOS ESPECIAIS";3.129.474,15;3.129.474,15;3.076.906,12
"ENCARGOS ESPECIAIS";"LOTERIA DO ESTADO DE MINAS GERAIS";"OUTROS ENCARGOS ESPECIAIS";1.883.442,02;1.883.442,02;1.883.267,22
"PREVIDENCIA SOCIAL";"INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS";"PREVIDENCIA DO REGIME ESTATUTARIO";1.555.743.629,38;1.535.625.855,59;970.407.185,04
EDUCACAO;"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";"ASSISTENCIA HOSPITALAR E AMBULATORIAL";112.722.695,15;101.203.369,06;90.648.482,63
JUDICIARIA;"TRIBUNAL DE JUSTICA MILITAR DO ESTADO DE MINAS GERAIS";"ADMINISTRACAO GERAL";36.590.286,54;36.590.286,54;36.590.286,54
ADMINISTRACAO;"SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO";"ADMINISTRACAO GERAL";11.929.253,48;11.647.336,11;11.602.985,54
ADMINISTRACAO;"OUVIDORIA-GERAL DO ESTADO DE MINAS GERAIS";"ADMINISTRACAO GERAL";115.186,72;115.186,72;115.186,72
ADMINISTRACAO;"PARTICIPACAO NO AUMENTO DO CAPITAL SOCIAL DE EMPRESAS";"ADMINISTRACAO GERAL";60.000.000,00;60.000.000,00;60.000.000,00
SAUDE;"INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS";"ADMINISTRACAO GERAL";98.606.844,68;89.656.518,33;87.460.713,15
CULTURA;"SECRETARIA DE ESTADO DE CULTURA E TURISMO";"PATRIMONIO HISTORICO, ARTISTICO E ARQUEOLOGICO";5.945.866,56;5.853.303,80;5.337.529,14
LEGISLATIVA;"TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS";"FORMACAO DE RECURSOS HUMANOS";383.174,55;326.088,05;361.261,02
AGRICULTURA;"EMPRESA DE PESQUISA AGROPECUARIA DE MINAS GERAIS";"ENSINO PROFISSIONAL";5.314.593,87;5.314.593,87;5.314.593,87
"COMERCIO E SERVICOS";"SECRETARIA DE ESTADO DE CULTURA E TURISMO";TURISMO;2.549.840,18;2.531.259,10;2.523.252,59
"CIENCIA E TECNOLOGIA";"FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS";"DESENVOLVIMENTO CIENTIFICO";56.312.740,33;56.271.043,96;54.054.860,87
SAUDE;"SECRETARIA DE ESTADO DE INFRAESTRUTURA E MOBILIDADE";"INFRA-ESTRUTURA URBANA";9.219.271,83;9.219.271,82;9.219.271,80
ADMINISTRACAO;"SECRETARIA DE ESTADO DE FAZENDA";"ADMINISTRACAO FINANCEIRA";95.783.623,23;76.496.889,08;75.384.306,44
"ENCARGOS ESPECIAIS";"GESTAO DA DIVIDA PUBLICA ESTADUAL";"OUTROS ENCARGOS ESPECIAIS";290.590.082,90;290.590.082,90;240.263.589,98
SAUDE;"FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS";"ASSISTENCIA HOSPITALAR E AMBULATORIAL";249.341.471,34;216.847.278,09;207.616.047,94
LEGISLATIVA;"ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS";"ACAO LEGISLATIVA";1.071.728.310,62;940.165.304,54;935.301.486,66
"ENCARGOS ESPECIAIS";"GESTAO DA DIVIDA PUBLICA ESTADUAL";"SERVICO DA DIVIDA EXTERNA";1.761.341.743,18;1.297.088.383,44;0,00
ADMINISTRACAO;"FUNDACAO DE EDUCACAO PARA O TRABALHO DE MINAS GERAIS";"ADMINISTRACAO GERAL";2.781.273,18;2.627.292,76;2.480.501,18
ADMINISTRACAO;"FUNDACAO HELENA ANTIPOFF";"ADMINISTRACAO GERAL";8.980.086,38;8.796.603,47;8.795.483,65
SAUDE;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"ADMINISTRACAO GERAL";88.595.495,45;82.373.215,71;78.203.780,30
ADMINISTRACAO;"SECRETARIA DE ESTADO DE INFRAESTRUTURA E MOBILIDADE";"ADMINISTRACAO DE CONCESSOES";3.568.664,76;3.520.621,56;3.443.492,38
"SEGURANCA PUBLICA";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS";"DEFESA CIVIL";689.429.992,63;670.309.769,50;662.576.935,43
"ESSENCIAL A JUSTICA";"DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS";"REPRESENTACAO JUDICIAL E EXTRAJUDICIAL";422.434.086,51;409.985.368,46;404.836.810,22
EDUCACAO;"SECRETARIA DE ESTADO DE EDUCACAO";"ENSINO MEDIO";1.566.684.063,19;1.554.620.941,05;1.546.567.969,39
SANEAMENTO;"INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS";"SANEAMENTO BASICO RURAL";14.059.655,19;287.441,28;287.441,28
ADMINISTRACAO;SECRETARIA-GERAL;"COMUNICACAO SOCIAL";50.022.585,47;38.448.355,38;38.115.796,38
"SEGURANCA PUBLICA";"FUNDO ESTADUAL DE SEGURANCA PUBLICA DE MINAS GERAIS";"ADMINISTRACAO FINANCEIRA";1.924.074,13;299.259,70;0,00
TRANSPORTE;"SECRETARIA DE ESTADO DE INFRAESTRUTURA E MOBILIDADE";"TRANSPORTE AEREO";3.085.051,18;2.395.409,30;2.211.456,38
"ENCARGOS ESPECIAIS";"INSTITUTO MINEIRO DE GESTAO DAS AGUAS";"OUTROS ENCARGOS ESPECIAIS";93.004,83;93.004,83;87.668,98
"ENCARGOS ESPECIAIS";"ADVOCACIA GERAL DO ESTADO";"OUTROS ENCARGOS ESPECIAIS";130.806.153,48;125.638.627,09;86.291.892,76
"GESTAO AMBIENTAL";"INSTITUTO MINEIRO DE GESTAO DAS AGUAS";"CONTROLE AMBIENTAL";600.000,00;431.736,03;345.201,38
"ESSENCIAL A JUSTICA";"FUNDO ESTADUAL DE PROTECAO E DEFESA DO CONSUMIDOR";"ACAO JUDICIARIA";39.163.660,45;36.035.864,78;35.756.939,05
ADMINISTRACAO;"EMPRESA DE ASSISTENCIA TECNICA E EXTENSAO RURAL DO ESTADO DE MINAS GERAIS";"ADMINISTRACAO GERAL";1.440.912,58;1.440.912,58;1.440.912,58
ADMINISTRACAO;"FUNDACAO DE ARTE DE OURO PRETO";"ADMINISTRACAO GERAL";1.116.103,87;1.015.977,65;1.010.319,54
HABITACAO;"FUNDO ESTADUAL DE HABITACAO";"ADMINISTRACAO GERAL";17.685.249,65;17.163.677,04;17.163.677,04
"PREVIDENCIA SOCIAL";"INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS";"ADMINISTRACAO GERAL";12.272.800,29;9.529.916,35;9.483.026,31
TRABALHO;"FUNDACAO EDUCACIONAL CAIO MARTINS";"FOMENTO AO TRABALHO";1.329.100,19;1.064.506,60;949.849,54
"SEGURANCA PUBLICA";"POLICIA CIVIL DO ESTADO DE MINAS GERAIS";POLICIAMENTO;1.621.888.036,14;1.591.123.341,67;1.581.000.276,65
SAUDE;"SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA";"ATENCAO BASICA";13.176.549,48;10.074.554,43;9.898.154,43
CULTURA;"FUNDACAO CLOVIS SALGADO";"DIFUSAO CULTURAL";18.426.562,38;17.887.476,35;17.887.476,35
EDUCACAO;"UNIVERSIDADE DO ESTADO DE MINAS GERAIS";"ENSINO SUPERIOR";192.562.413,47;188.411.156,29;183.679.830,92
SAUDE;"ESCOLA DE SAUDE PUBLICA DO ESTADO DE MINAS GERAIS";"FORMACAO DE RECURSOS HUMANOS";7.994.398,43;7.643.602,32;7.474.398,76
SAUDE;"FUNDO ESTADUAL DE SAUDE";"ASSISTENCIA AO PORTADOR DE DEFICIENCIA";32.034.904,24;27.546.444,89;24.929.881,54
"PREVIDENCIA SOCIAL";"INSTITUTO DE PREVIDENCIA DO LEGISLATIVO DO ESTADO DE MINAS GERAIS";"PREVIDENCIA ESPECIAL";45.850.870,83;45.850.870,83;45.850.870,83
SAUDE;"FUNDO ESTADUAL DE SAUDE";"DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS";5.166.105,07;5.166.105,07;5.166.105,07
TRANSPORTE;"FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES";"TRANSPORTE RODOVIARIO";54.528.301,22;48.166.366,48;47.510.104,57
TRANSPORTE;"DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS";"TRANSPORTE RODOVIARIO";459.103.356,34;324.593.704,29;307.733.010,11
TRANSPORTE;"SECRETARIA DE ESTADO DE INFRAESTRUTURA E MOBILIDADE";"TRANSPORTE FERROVIARIO";176.659,43;176.659,43;176.659,43
SAUDE;"FUNDO ESTADUAL DE SAUDE";"DESENVOLVIMENTO CIENTIFICO";253.000,00;253.000,00;253.000,00
"ENCARGOS ESPECIAIS";"EMPRESA DE PESQUISA AGROPECUARIA DE MINAS GERAIS";"OUTROS ENCARGOS ESPECIAIS";2.294.866,16;2.294.866,16;2.294.866,16
"GESTAO AMBIENTAL";"INSTITUTO ESTADUAL DE FLORESTAS";"CONTROLE AMBIENTAL";6.888.114,21;6.863.314,18;6.828.929,15
"SEGURANCA PUBLICA";"DEPARTAMENTO DE TRANSITO DE MINAS GERAIS";"NORMATIZACAO E FISCALIZACAO";173.079.742,06;159.161.621,74;145.396.089,36
SAUDE;"FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS";"ASSISTENCIA HOSPITALAR E AMBULATORIAL";1.418.850.844,59;1.379.566.709,70;1.319.857.126,49
CULTURA;"FUNDACAO JOAO PINHEIRO";"DIFUSAO DO CONHECIMENTO CIENTIFICO E TECNOLOGICO";1.292.419,51;1.292.419,51;1.290.521,26
"COMERCIO E SERVICOS";"INSTITUTO DE METROLOGIA E QUALIDADE DO ESTADO DE MINAS GERAIS";"NORMALIZACAO E QUALIDADE";562.593,84;519.414,28;522.843,08
ADMINISTRACAO;"SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO";"ADMINISTRACAO GERAL";251.323.329,67;237.114.473,32;214.639.391,03
ADMINISTRACAO;"INSTITUTO MINEIRO DE GESTAO DAS AGUAS";"ADMINISTRACAO GERAL";10.170.337,18;10.031.518,94;9.837.275,75
HABITACAO;"SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL";"ADMINISTRACAO GERAL";1.391.339,96;1.391.339,96;224.939,96
"SEGURANCA PUBLICA";"POLICIA CIVIL DO ESTADO DE MINAS GERAIS";"ADMINISTRACAO GERAL";162.195.507,49;160.219.272,43;159.769.013,20
"SEGURANCA PUBLICA";"POLICIA CIVIL DO ESTADO DE MINAS GERAIS";"FORMACAO DE RECURSOS HUMANOS";31.015.761,76;30.332.298,77;30.227.740,84
"ESSENCIAL A JUSTICA";"ADVOCACIA GERAL DO ESTADO";"REPRESENTACAO JUDICIAL E EXTRAJUDICIAL";246.698.226,61;245.454.938,90;243.870.310,43
"SEGURANCA PUBLICA";"SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA";"PROTECAO E BENEFICIOS AO TRABALHADOR";363.364,49;363.364,49;363.184,49
SANEAMENTO;"SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL";"SANEAMENTO BASICO URBANO";10.136.757,08;7.953.248,95;7.808.555,32
"ENCARGOS ESPECIAIS";"FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS";"OUTROS ENCARGOS ESPECIAIS";162.899,29;162.899,29;143.644,09
"ENCARGOS ESPECIAIS";"UNIVERSIDADE DO ESTADO DE MINAS GERAIS";"OUTROS ENCARGOS ESPECIAIS";5.091.612,50;5.091.612,50;4.436.920,43
"SEGURANCA PUBLICA";"SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA";"INFORMACAO E INTELIGENCIA";17.126,30;11.050,39;11.466,09
"PREVIDENCIA SOCIAL";"TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS";"PREVIDENCIA DO REGIME ESTATUTARIO";1.945.695.159,11;1.945.695.159,11;1.945.782.324,22
JUDICIARIA;"TRIBUNAL DE JUSTICA MILITAR DO ESTADO DE MINAS GERAIS";"ACAO JUDICIARIA";10.077.555,03;6.899.906,26;6.548.698,61
JUDICIARIA;"TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS";"ADMINISTRACAO GERAL";4.436.565.838,46;4.436.467.358,10;4.436.763.409,46
ADMINISTRACAO;"FUNDACAO ESTADUAL DO MEIO AMBIENTE";"ADMINISTRACAO GERAL";19.763.399,94;19.758.785,74;19.730.541,91
ADMINISTRACAO;SECRETARIA-GERAL;"ADMINISTRACAO GERAL";6.470.404,43;6.348.456,21;6.233.089,54
ADMINISTRACAO;"SECRETARIA DE ESTADO DE CULTURA E TURISMO";"ADMINISTRACAO GERAL";11.436.467,85;11.365.070,85;11.271.027,24
ADMINISTRACAO;"SECRETARIA DE ESTADO DE INFRAESTRUTURA E MOBILIDADE";"ADMINISTRACAO GERAL";9.603.219,18;9.551.826,03;9.453.749,46
ADMINISTRACAO;"FUNDO DE PAGAMENTO DE PARCERIAS PUBLICO - PRIVADAS DE MINAS GERAIS";"ADMINISTRACAO DE CONCESSOES";492.260.785,78;459.502.643,07;449.217.209,58
"DESPORTO E LAZER";"SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL";"DESPORTO DE RENDIMENTO";1.769.845,67;1.759.004,48;1.499.004,48
CULTURA;"EMPRESA MINEIRA DE COMUNICACAO";"DIFUSAO CULTURAL";7.397.019,25;7.397.019,25;7.397.019,25
"SEGURANCA PUBLICA";"GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS";"DEFESA CIVIL";5.691.086,98;3.859.615,12;2.327.285,17
EDUCACAO;"FUNDACAO EDUCACIONAL CAIO MARTINS";"ENSINO PROFISSIONAL";1.997.738,39;1.679.467,38;1.614.822,15
HABITACAO;"PARTICIPACAO NO AUMENTO DO CAPITAL SOCIAL DE EMPRESAS";"HABITACAO URBANA";15.000.000,00;15.000.000,00;15.000.000,00
SAUDE;"SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL";"DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS";5.166.057,86;5.166.057,86;5.166.057,86
TRANSPORTE;"SECRETARIA DE ESTADO DE INFRAESTRUTURA E MOBILIDADE";"TRANSPORTE RODOVIARIO";508.126,23;506.898,08;506.898,08
EDUCACAO;"FUNDACAO HELENA ANTIPOFF";"ENSINO FUNDAMENTAL";3.139.489,09;3.119.082,45;3.116.825,05
SAUDE;"SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA";"ASSISTENCIA A CRIANCA E AO ADOLESCENTE";8.269.073,54;8.050.530,23;8.044.325,63
